LanguageSkid,ChorusSkid,SentenceSequenceNbr,SentenceSkid
1,1267,2,26676
1,1267,3,26675
1,1267,4,26677
1,1268,1,26675
1,1268,2,26676
1,1268,3,26675
1,1268,4,26677
1,1269,1,26675
1,1269,2,26676
1,1269,3,26675
1,1269,4,26677
1,1277,1,370
1,1277,2,371
1,1278,1,370
1,1278,2,371
1,1279,1,370
1,1279,2,371
1,1280,1,370
1,1280,2,371
1,1281,1,370
1,1281,2,371
1,1282,1,370
1,1282,2,371
1,1283,1,2665
1,1283,2,2666
1,1283,3,2667
1,1283,4,2668
1,1284,1,2665
1,1284,2,2666
1,1284,3,2667
1,1284,4,2668
1,1285,1,2665
1,1285,2,2666
1,1285,3,2667
1,1285,4,2668
1,1286,1,26819
1,1286,2,5805
1,1286,3,5806
1,1287,1,26819
1,1287,2,5805
1,1287,3,5806
1,1288,1,26819
1,1288,2,5805
1,1288,3,5806
1,1289,1,26819
1,1289,2,5805
1,1289,3,5806
1,1290,1,26819
1,1290,2,5805
1,1290,3,5806
1,1291,1,26819
1,1291,2,5805
1,1291,3,5806
1,1292,1,26866
1,1292,2,26865
1,1293,1,26866
1,1293,2,26865
1,1294,1,26866
1,1294,2,26865
1,1295,1,26866
1,1295,2,26865
1,1301,1,27007
1,1301,2,27008
1,1302,1,27007
1,1302,2,27008
1,1303,1,27007
1,1303,2,27008
1,1304,1,27007
1,1304,2,27008
1,1305,1,27033
1,1305,2,27034
1,1305,3,27035
1,1305,4,27036
1,1306,1,27033
1,1306,2,27034
1,1306,3,27035
1,1306,4,27036
1,1307,1,27033
1,1307,2,27034
1,1307,3,27035
1,1307,4,27036
1,1308,1,27100
1,1308,2,27101
1,1309,1,27100
1,1309,2,27101
1,1310,1,27100
1,1310,2,27101
1,1311,1,27125
1,1311,2,27126
1,1312,1,27125
1,1312,2,27126
1,1313,1,27125
1,1313,2,27126
1,1314,1,27125
1,1314,2,27126
1,1315,1,27199
1,1315,2,27200
1,1316,1,27199
1,1316,2,27200
1,1317,1,27199
1,1317,2,27200
1,1318,1,27199
1,1318,2,27200
1,1331,1,27513
1,1331,2,27514
1,1331,3,27515
1,1331,4,27516
1,1332,1,27513
1,1332,2,27514
1,1332,3,27515
1,1332,4,27516
1,1333,1,27513
1,1333,2,27514
1,1333,3,27515
1,1333,4,27516
1,1334,1,27597
1,1334,2,27598
1,1334,3,27599
1,1334,4,27600
1,1335,1,27597
1,1335,2,27598
1,1335,3,27599
1,1335,4,27600
1,1336,1,27597
1,1336,2,27598
1,1336,3,27599
1,1336,4,27600
1,1337,1,27597
1,1337,2,27598
1,1337,3,27599
1,1337,4,27600
1,1338,1,27728
1,1338,2,27729
1,1338,3,27730
1,1338,4,27731
1,1338,5,27732
1,1338,6,27733
1,1338,7,27734
1,1338,8,27735
1,1339,1,27728
1,1339,2,27729
1,1339,3,27730
1,1339,4,27731
1,1339,5,27732
1,1339,6,27733
1,1339,7,27734
1,1339,8,27735
1,1340,1,27728
1,1340,2,27729
1,1340,3,27730
1,1340,4,27731
1,1340,5,27732
1,1340,6,27733
1,1340,7,27734
1,1340,8,27735
1,1341,1,27728
1,1341,2,27729
1,1341,3,27730
1,1341,4,27731
1,1341,5,27732
1,1341,6,27733
1,1341,7,27734
1,1341,8,27735
1,1342,1,27728
1,1342,2,27729
1,1342,3,27730
1,1342,4,27731
1,1342,5,27732
1,1342,6,27733
1,1342,7,27734
1,1342,8,27735
1,1343,1,27889
1,1343,2,27890
1,1344,1,27889
1,1344,2,27890
1,1345,1,27889
1,1345,2,27890
1,1346,1,27889
1,1346,2,27890
1,1347,1,27889
1,1347,2,27890
1,1348,1,27889
1,1348,2,27890
1,1352,1,28041
1,1352,2,28042
1,1352,3,28043
1,1352,4,28044
1,1353,1,28041
1,1353,2,28042
1,1353,3,28043
1,1353,4,28044
1,1354,1,28041
1,1354,2,28042
1,1354,3,28043
1,1354,4,28044
1,1355,1,28089
1,1355,2,28089
1,1355,3,28089
1,1355,4,28090
1,1356,1,28089
1,1356,2,28089
1,1356,3,28089
1,1356,4,28090
1,1357,1,28089
1,1357,2,28089
1,1357,3,28089
1,1357,4,28090
1,1358,1,28119
1,1358,2,28120
1,1359,1,28119
1,1359,2,28120
1,1360,1,28119
1,1360,2,28120
1,1361,1,28147
1,1361,2,28148
1,1361,3,28149
1,1361,4,28150
1,1362,1,28147
1,1362,2,28148
1,1362,3,28149
1,1362,4,28150
1,1363,1,28147
1,1363,2,28148
1,1363,3,28149
1,1363,4,28150
1,1364,1,28147
1,1364,2,28148
1,1364,3,28149
1,1364,4,28150
1,1365,1,28147
1,1365,2,28148
1,1365,3,28149
1,1365,4,28150
1,1366,1,28195
1,1366,2,28195
1,1366,3,28195
1,1366,4,28196
1,1367,1,28195
1,1367,2,28195
1,1367,3,28195
1,1367,4,28196
1,1368,1,28195
1,1368,2,28195
1,1368,3,28195
1,1368,4,28196
1,1369,1,28195
1,1369,2,28195
1,1369,3,28195
1,1369,4,28196
1,1370,1,28229
1,1370,2,28229
1,1370,3,28230
1,1370,4,28231
1,1371,1,28229
1,1371,2,28229
1,1371,3,28230
1,1371,4,28231
1,1372,1,28229
1,1372,2,28229
1,1372,3,28230
1,1372,4,28231
1,1373,1,28229
1,1373,2,28229
1,1373,3,28230
1,1373,4,28231
1,1374,1,28229
1,1374,2,28229
1,1374,3,28230
1,1374,4,28231
1,1375,1,28254
1,1375,2,28255
1,1375,3,28256
1,1375,4,28257
1,1376,1,28254
1,1376,2,28255
1,1376,3,28256
1,1376,4,28257
1,1377,1,28254
1,1377,2,28255
1,1377,3,28256
1,1377,4,28257
1,1378,1,28254
1,1378,2,28255
1,1378,3,28256
1,1378,4,28257
1,1379,1,28290
1,1379,2,28291
1,1379,3,28290
1,1379,4,28292
1,1380,1,28290
1,1380,2,28291
1,1380,3,28290
1,1380,4,28292
1,1381,1,28290
1,1381,2,28291
1,1381,3,28290
1,1381,4,28292
1,1382,1,28290
1,1382,2,28291
1,1382,3,28290
1,1382,4,28292
1,1383,1,2665
1,1383,2,2666
1,1383,3,2667
1,1383,4,2668
1,1384,1,2665
1,1384,2,2666
1,1384,3,2667
1,1384,4,2668
1,1385,1,2665
1,1385,2,2666
1,1385,3,2667
1,1385,4,2668
1,1386,1,28353
1,1386,2,28354
1,1386,3,28355
1,1386,4,28356
1,1387,1,28353
1,1387,2,28354
1,1387,3,28355
1,1387,4,28356
1,1388,1,28353
1,1388,2,28354
1,1388,3,28355
1,1388,4,28356
1,1389,1,28506
1,1389,2,28507
1,1389,3,28508
1,1389,4,28509
1,1390,1,28506
1,1390,2,28507
1,1390,3,28508
1,1390,4,28509
1,1391,1,28562
1,1391,2,28563
1,1391,3,28564
1,1391,4,28565
1,1392,1,28562
1,1392,2,28563
1,1392,3,28564
1,1392,4,28565
1,1393,1,28562
1,1393,2,28563
1,1393,3,28564
1,1393,4,28565
1,1394,1,28594
1,1394,2,28595
1,1394,3,28596
1,1394,4,28597
1,1395,1,28594
1,1395,2,28595
1,1395,3,28596
1,1395,4,28597
1,1396,1,28594
1,1396,2,28595
1,1396,3,28596
1,1396,4,28597
1,1397,1,28701
1,1397,2,28702
1,1397,3,28703
1,1397,4,28704
1,1397,5,28705
1,1398,1,28701
1,1398,2,28702
1,1398,3,28703
1,1398,4,28704
1,1398,5,28705
1,1399,1,28701
1,1399,2,28702
1,1399,3,28703
1,1399,4,28704
1,1399,5,28705
1,1400,1,28701
1,1400,2,28702
1,1400,3,28703
1,1400,4,28704
1,1400,5,28705
1,1401,1,29176
1,1401,2,29176
1,1401,3,29177
1,1401,4,29175
1,1402,1,29176
1,1402,2,29176
1,1402,3,29177
1,1402,4,29175
1,1403,1,29176
1,1403,2,29176
1,1403,3,29177
1,1403,4,29175
1,1404,1,29176
1,1404,2,29176
1,1404,3,29177
1,1404,4,29175
1,1405,1,29317
1,1405,2,29318
1,1406,1,29317
1,1406,2,29318
1,1407,1,29317
1,1407,2,29318
1,1408,1,29317
1,1408,2,29318
1,1409,1,29371
1,1409,2,29372
1,1410,1,29371
1,1410,2,29372
1,1411,1,29371
1,1411,2,29372
1,1746,1,29511
1,1746,2,29512
1,1746,3,29513
1,1746,4,29514
1,1747,1,29511
1,1747,2,29512
1,1747,3,29513
1,1747,4,29514
1,1748,1,29511
1,1748,2,29512
1,1748,3,29513
1,1748,4,29514
1,1749,1,29511
1,1749,2,29512
1,1749,3,29513
1,1749,4,29514
1,1750,1,29511
1,1750,2,29512
1,1750,3,29513
1,1750,4,29514
1,1751,1,29511
1,1751,2,29512
1,1751,3,29513
1,1751,4,29514
1,1752,1,29575
1,1752,2,29576
1,1752,3,29577
1,1752,4,29578
1,1753,1,29575
1,1753,2,29576
1,1753,3,29577
1,1753,4,29578
1,1754,1,29575
1,1754,2,29576
1,1754,3,29577
1,1754,4,29578
1,1755,1,29575
1,1755,2,29576
1,1755,3,29577
1,1755,4,29578
1,1756,1,29617
1,1756,2,29618
1,1756,3,29619
1,1756,4,29620
1,1757,1,29617
1,1757,2,29618
1,1757,3,29619
1,1757,4,29620
1,1758,1,29647
1,1758,2,29648
1,1758,3,29649
1,1759,1,29647
1,1759,2,29648
1,1759,3,29649
1,1760,1,29647
1,1760,2,29648
1,1760,3,29649
1,1761,1,29736
1,1761,2,29737
1,1761,3,29738
1,1761,4,29739
1,1762,1,29736
1,1762,2,29737
1,1762,3,29738
1,1762,4,29739
1,1763,1,29736
1,1763,2,29737
1,1763,3,29738
1,1763,4,29739
1,1764,1,29736
1,1764,2,29737
1,1764,3,29738
1,1764,4,29739
1,1765,1,29772
1,1765,2,29773
1,1765,3,29774
1,1766,1,29772
1,1766,2,29773
1,1766,3,29774
1,1766,4,29775
1,1767,1,29796
1,1767,2,29797
1,1767,3,29798
1,1767,4,29799
1,1768,1,29796
1,1768,2,29797
1,1768,3,29798
1,1768,4,29799
1,1769,1,29796
1,1769,2,29797
1,1769,3,29798
1,1769,4,29799
1,1770,1,29796
1,1770,2,29797
1,1770,3,29798
1,1770,4,29799
1,1774,1,29884
1,1774,2,29885
1,1775,1,29884
1,1775,2,29885
1,1776,1,29884
1,1776,2,29885
1,1777,1,29902
1,1777,2,29903
1,1777,3,29904
1,1777,4,29905
1,1778,1,29902
1,1778,2,29903
1,1778,3,29904
1,1778,4,29905
1,1779,1,29902
1,1779,2,29903
1,1779,3,29904
1,1779,4,29905
1,1780,1,29928
1,1780,2,29929
1,1780,3,29930
1,1780,4,29931
1,1780,5,29932
1,1780,6,29933
1,1780,7,29934
1,1781,1,29928
1,1781,2,29929
1,1781,3,29930
1,1781,4,29931
1,1781,5,29932
1,1781,6,29933
1,1781,7,29934
1,1784,1,29994
1,1784,2,29995
1,1785,1,29994
1,1785,2,29995
1,1786,1,30014
1,1786,2,30015
1,1787,1,30014
1,1787,2,30015
1,1788,1,30014
1,1788,2,30015
1,1789,1,30014
1,1789,2,30015
1,1790,1,30068
1,1790,2,30069
1,1791,1,30068
1,1791,2,30069
1,1792,1,30068
1,1792,2,30069
1,1793,1,30144
1,1793,2,30145
1,1794,1,30144
1,1794,2,30145
1,1795,1,30163
1,1795,2,30163
1,1796,1,30163
1,1796,2,30163
1,1797,1,30212
1,1797,2,30213
1,1797,3,30214
1,1797,4,30215
1,1798,1,30212
1,1798,2,30213
1,1798,3,30214
1,1798,4,30215
1,1799,1,30212
1,1799,2,30213
1,1799,3,30214
1,1799,4,30215
1,1800,1,30212
1,1800,2,30213
1,1800,3,30214
1,1800,4,30215
1,1801,1,5125
1,1801,2,5126
1,1801,3,5125
1,1801,4,5127
2,1,1,143
2,1,2,144
2,1,3,143
2,1,4,144
2,2,1,143
2,2,2,144
2,2,3,143
2,2,4,144
2,3,1,143
2,3,2,144
2,3,3,143
2,3,4,144
2,4,1,143
2,4,2,144
2,4,3,143
2,4,4,144
2,5,1,317
2,5,2,318
2,5,3,319
2,5,4,315
2,6,1,317
2,6,2,318
2,6,3,319
2,6,4,315
2,7,1,317
2,7,2,318
2,7,3,319
2,7,4,315
2,8,1,317
2,8,2,318
2,8,3,319
2,8,4,315
2,12,1,660
2,12,2,661
2,13,1,660
2,13,2,661
2,14,1,660
2,14,2,661
2,15,1,660
2,15,2,661
2,19,1,786
2,19,2,787
2,20,1,786
2,20,2,787
2,21,1,786
2,21,2,787
2,22,1,786
2,22,2,787
2,23,1,1130
2,23,2,1130
2,24,1,1130
2,24,2,1130
2,25,1,1130
2,25,2,1130
2,26,1,1169
2,26,2,1170
2,27,1,1169
2,27,2,1170
2,28,1,1169
2,28,2,1170
2,29,1,1169
2,29,2,1170
2,30,1,1372
2,30,2,1373
2,30,3,1374
2,30,4,1375
2,31,1,1372
2,31,2,1373
2,31,3,1374
2,31,4,1375
2,32,1,1372
2,32,2,1373
2,32,3,1374
2,32,4,1375
2,33,1,1372
2,33,2,1373
2,33,3,1374
2,33,4,1375
2,34,1,1372
2,34,2,1373
2,34,3,1374
2,34,4,1375
2,35,1,1517
2,35,2,1518
2,36,1,1517
2,36,2,1518
2,37,1,1517
2,37,2,1518
2,38,1,1699
2,38,2,1700
2,39,1,1699
2,39,2,1700
2,40,1,1699
2,40,2,1700
2,41,1,1699
2,41,2,1700
2,42,1,1699
2,42,2,1700
2,43,1,1699
2,43,2,1700
2,44,1,1735
2,44,2,1736
2,44,3,1737
2,44,4,1738
2,45,1,1735
2,45,2,1736
2,45,3,1737
2,45,4,1738
2,46,1,1735
2,46,2,1736
2,46,3,1737
2,46,4,1738
2,47,1,1735
2,47,2,1736
2,47,3,1737
2,47,4,1738
2,48,1,1787
2,48,2,1788
2,49,1,1787
2,49,2,1788
2,50,1,1787
2,50,2,1788
2,51,1,1787
2,51,2,1788
2,52,1,1819
2,52,2,1820
2,52,3,1821
2,52,4,1822
2,53,1,1819
2,53,2,1820
2,53,3,1821
2,53,4,1822
2,54,1,1819
2,54,2,1820
2,54,3,1821
2,54,4,1822
2,55,1,1819
2,55,2,1820
2,55,3,1821
2,55,4,1822
2,60,1,2041
2,60,2,2042
2,61,1,2041
2,61,2,2042
2,62,1,2041
2,62,2,2042
2,63,1,2041
2,63,2,2042
2,64,1,2129
2,64,2,2130
2,64,3,2129
2,64,4,2131
2,65,1,2129
2,65,2,2130
2,65,3,2129
2,65,4,2131
2,66,1,2129
2,66,2,2130
2,66,3,2129
2,66,4,2131
2,67,1,2129
2,67,2,2130
2,67,3,2129
2,67,4,2131
2,68,1,2282
2,68,2,2283
2,68,3,2284
2,68,4,2283
2,69,1,2282
2,69,2,2283
2,69,3,2284
2,69,4,2283
2,70,1,2282
2,70,2,2283
2,70,3,2284
2,70,4,2283
2,71,1,2282
2,71,2,2283
2,71,3,2284
2,71,4,2283
2,74,1,2341
2,74,2,2342
2,74,3,2343
2,74,4,2344
2,75,1,2341
2,75,2,2342
2,75,3,2343
2,75,4,2344
2,76,1,2341
2,76,2,2342
2,76,3,2343
2,76,4,2344
2,77,1,2341
2,77,2,2342
2,77,3,2343
2,77,4,2344
2,78,1,2397
2,78,2,2398
2,79,1,2397
2,79,2,2398
2,80,1,2397
2,80,2,2398
2,81,1,2397
2,81,2,2398
2,82,1,2397
2,82,2,2398
2,88,1,2956
2,89,1,2956
2,90,1,2956
2,91,1,2956
2,92,1,3038
2,92,2,3039
2,93,1,3038
2,93,2,3039
2,94,1,3038
2,94,2,3039
2,95,1,3086
2,95,2,3087
2,95,3,3088
2,96,1,3086
2,96,2,3087
2,96,3,3088
2,97,1,3086
2,97,2,3087
2,97,3,3088
2,98,1,3086
2,98,2,3087
2,98,3,3088
2,99,1,3157
2,99,2,3158
2,100,1,3157
2,100,2,3158
2,101,1,3157
2,101,2,3158
2,102,1,3157
2,102,2,3158
2,103,1,3306
2,104,1,3306
2,105,1,3306
2,106,1,3306
2,107,1,3351
2,107,2,3352
2,107,3,3353
2,107,4,3354
2,108,1,3351
2,108,2,3352
2,108,3,3353
2,108,4,3354
2,109,1,3351
2,109,2,3352
2,109,3,3353
2,109,4,3354
2,110,1,3351
2,110,2,3352
2,110,3,3353
2,110,4,3354
2,111,1,3351
2,111,2,3352
2,111,3,3353
2,111,4,3354
2,112,1,3351
2,112,2,3352
2,112,3,3353
2,112,4,3354
2,113,1,3391
2,113,2,3392
2,114,1,3391
2,114,2,3392
2,115,1,3391
2,115,2,3392
2,116,1,3391
2,116,2,3392
2,117,1,3391
2,117,2,3392
2,118,1,3391
2,118,2,3392
2,122,1,3510
2,122,2,3511
2,123,1,3510
2,123,2,3511
2,124,1,3510
2,124,2,3511
2,125,1,3510
2,125,2,3511
2,126,1,3548
2,126,2,3549
2,127,1,3548
2,127,2,3549
2,128,1,3548
2,128,2,3549
2,129,1,3548
2,129,2,3549
2,130,1,3548
2,130,2,3549
2,131,1,3577
2,131,2,3578
2,131,3,3577
2,131,4,3578
2,132,1,3577
2,132,2,3578
2,132,3,3577
2,132,4,3578
2,133,1,3577
2,133,2,3578
2,133,3,3577
2,133,4,3578
2,137,1,3639
2,137,2,3640
2,138,1,3639
2,138,2,3640
2,139,1,3639
2,139,2,3640
2,143,1,3982
2,143,2,3983
2,143,3,3984
2,143,4,3985
2,144,1,3982
2,144,2,3983
2,144,3,3984
2,144,4,3985
2,145,1,3982
2,145,2,3983
2,145,3,3984
2,145,4,3985
2,146,1,3982
2,146,2,3983
2,146,3,3984
2,146,4,3985
2,150,1,4621
2,150,2,4622
2,150,3,4623
2,151,1,4621
2,151,2,4622
2,151,3,4623
2,152,1,4621
2,152,2,4622
2,152,3,4623
2,153,1,4621
2,153,2,4622
2,153,3,4623
2,154,1,4621
2,154,2,4622
2,154,3,4623
2,155,1,4621
2,155,2,4622
2,155,3,4623
2,156,1,4621
2,156,2,4622
2,156,3,4623
2,157,1,4674
2,157,2,4675
2,157,3,4676
2,157,4,4677
2,158,1,4674
2,158,2,4675
2,158,3,4676
2,158,4,4677
2,159,1,4674
2,159,2,4675
2,159,3,4676
2,159,4,4677
2,166,1,4730
2,166,2,4727
2,166,3,4731
2,166,4,4729
2,167,1,4730
2,167,2,4727
2,167,3,4731
2,167,4,4729
2,168,1,4730
2,168,2,4727
2,168,3,4731
2,168,4,4729
2,169,1,4899
2,169,2,4900
2,169,3,4901
2,169,4,4902
2,170,1,4899
2,170,2,4900
2,170,3,4901
2,170,4,4902
2,171,1,4899
2,171,2,4900
2,171,3,4901
2,171,4,4902
2,172,1,4899
2,172,2,4900
2,172,3,4901
2,172,4,4902
2,179,1,5110
2,179,2,5111
2,180,1,5110
2,180,2,5111
2,181,1,5110
2,181,2,5111
2,182,1,5110
2,182,2,5111
2,183,1,5317
2,183,2,5318
2,183,3,5317
2,183,4,5319
2,184,1,5317
2,184,2,5318
2,184,3,5317
2,184,4,5319
2,185,1,5317
2,185,2,5318
2,185,3,5317
2,185,4,5319
2,186,1,5317
2,186,2,5318
2,186,3,5317
2,186,4,5319
2,187,1,5317
2,187,2,5318
2,187,3,5317
2,187,4,5319
2,188,1,5317
2,188,2,5318
2,188,3,5317
2,188,4,5319
2,189,1,5367
2,189,2,5368
2,189,3,5369
2,190,1,5367
2,190,2,5368
2,190,3,5369
2,191,1,5367
2,191,2,5368
2,191,3,5369
2,192,1,5367
2,192,2,5368
2,192,3,5369
2,193,1,5367
2,193,2,751
2,193,3,752
2,194,1,5560
2,194,2,5559
2,195,1,5560
2,195,2,5559
2,196,1,5560
2,196,2,5559
2,197,1,5560
2,197,2,5559
2,201,1,5854
2,201,2,5855
2,201,3,5854
2,201,4,5856
2,202,1,5854
2,202,2,5855
2,202,3,5854
2,202,4,5856
2,203,1,5854
2,203,2,5855
2,203,3,5854
2,203,4,5856
2,204,1,5854
2,204,2,5855
2,204,3,5854
2,204,4,5856
2,205,1,6074
2,205,2,6075
2,206,1,6074
2,206,2,6075
2,207,1,6074
2,207,2,6075
2,208,1,6090
2,208,2,6091
2,209,1,6090
2,209,2,6091
2,210,1,6090
2,210,2,6091
2,211,1,6126
2,211,2,6127
2,211,3,6128
2,211,4,6129
2,212,1,6126
2,212,2,6127
2,212,3,6128
2,212,4,6129
2,213,1,6126
2,213,2,6127
2,213,3,6128
2,213,4,6129
2,214,1,6177
2,214,2,6178
2,214,3,6179
2,214,4,6180
2,215,1,6177
2,215,2,6178
2,215,3,6179
2,215,4,6180
2,216,1,6177
2,216,2,6178
2,216,3,6179
2,216,4,6180
2,217,1,6177
2,217,2,6178
2,217,3,6179
2,217,4,6180
2,218,1,6208
2,218,2,6209
2,219,1,6208
2,219,2,6209
2,220,1,6208
2,220,2,6209
2,221,1,6230
2,221,2,6231
2,221,3,6232
2,221,4,6233
2,222,1,6230
2,222,2,6231
2,222,3,6232
2,222,4,6233
2,223,1,6230
2,223,2,6231
2,223,3,6232
2,223,4,6233
2,224,1,6686
2,224,2,6687
2,224,3,6688
2,224,4,6689
2,225,1,6686
2,225,2,6687
2,225,3,6688
2,225,4,6689
2,226,1,6686
2,226,2,6687
2,226,3,6688
2,226,4,6689
2,230,1,6824
2,230,2,6825
2,231,1,6824
2,231,2,6825
2,232,1,6824
2,232,2,6825
2,233,1,6824
2,233,2,6825
2,234,1,6854
2,234,2,6855
2,235,1,6854
2,235,2,6855
2,236,1,6854
2,236,2,6855
2,237,1,6854
2,237,2,6855
2,241,1,7002
2,241,2,7003
2,241,3,7004
2,241,4,7005
2,242,1,7002
2,242,2,7003
2,242,3,7004
2,242,4,7005
2,243,1,7002
2,243,2,7003
2,243,3,7004
2,243,4,7005
2,244,1,7076
2,244,2,7077
2,245,1,7076
2,245,2,7077
2,246,1,7076
2,246,2,7077
2,247,1,7076
2,247,2,7077
2,248,1,7076
2,248,2,7077
2,253,1,7214
2,253,2,7215
2,254,1,7214
2,254,2,7215
2,255,1,7214
2,255,2,7215
2,256,1,7214
2,256,2,7215
2,257,1,7214
2,257,2,7215
2,260,1,7314
2,260,2,7315
2,260,3,7314
2,260,4,7316
2,261,1,7314
2,261,2,7315
2,261,3,7314
2,261,4,7316
2,262,1,7314
2,262,2,7315
2,262,3,7314
2,262,4,7316
2,266,1,7448
2,266,2,7449
2,267,1,7448
2,267,2,7449
2,268,1,7448
2,268,2,7449
2,273,1,7580
2,273,2,7581
2,273,3,7582
2,273,4,7583
2,274,1,7580
2,274,2,7581
2,274,3,7582
2,274,4,7583
2,275,1,7580
2,275,2,7581
2,275,3,7582
2,275,4,7583
2,276,1,7632
2,276,2,7633
2,276,3,7634
2,276,4,7635
2,277,1,7632
2,277,2,7633
2,277,3,7634
2,277,4,7635
2,278,1,7632
2,278,2,7633
2,278,3,7634
2,278,4,7635
2,279,1,7632
2,279,2,7633
2,279,3,7634
2,279,4,7635
2,280,1,7632
2,280,2,7633
2,280,3,7634
2,280,4,7635
2,281,1,7632
2,281,2,7633
2,281,3,7634
2,281,4,7635
2,283,1,7679
2,283,2,7680
2,283,3,7679
2,283,4,7680
2,284,1,7679
2,284,2,7680
2,284,3,7679
2,284,4,7680
2,285,1,7679
2,285,2,7680
2,285,3,7679
2,285,4,7680
2,286,1,7691
2,286,2,7692
2,287,1,7691
2,287,2,7692
2,288,1,7691
2,288,2,7692
2,289,1,7691
2,289,2,7692
2,291,1,7797
2,291,2,7798
2,291,3,7799
2,291,4,7800
2,292,1,7797
2,292,2,7798
2,292,3,7799
2,292,4,7800
2,293,1,7797
2,293,2,7798
2,293,3,7799
2,293,4,7800
2,294,1,7797
2,294,2,7798
2,294,3,7799
2,294,4,7800
2,295,1,7797
2,295,2,7798
2,295,3,7799
2,295,4,7800
2,296,1,7797
2,296,2,7798
2,296,3,7799
2,296,4,7800
2,297,1,7797
2,297,2,7798
2,297,3,7799
2,297,4,7800
2,298,1,7850
2,298,2,7851
2,298,3,7852
2,298,4,7853
2,298,5,7849
2,299,1,7850
2,299,2,7851
2,299,3,7852
2,299,4,7853
2,299,5,7849
2,300,1,7850
2,300,2,7851
2,300,3,7852
2,300,4,7853
2,300,5,7849
2,301,1,7850
2,301,2,7851
2,301,3,7852
2,301,4,7853
2,301,5,7849
2,302,1,7884
2,302,2,7885
2,302,3,7886
2,302,4,7887
2,303,1,7884
2,303,2,7885
2,303,3,7886
2,303,4,7887
2,304,1,7884
2,304,2,7885
2,304,3,7886
2,304,4,7887
2,305,1,7884
2,305,2,7885
2,305,3,7886
2,305,4,7887
2,311,1,7957
2,311,2,7956
2,312,1,7957
2,312,2,7956
2,313,1,7957
2,313,2,7956
2,314,1,7957
2,314,2,7956
2,315,1,7957
2,315,2,7956
2,316,1,7957
2,316,2,7956
2,317,1,7995
2,317,2,7996
2,317,3,7997
2,317,4,7998
2,318,1,7995
2,318,2,7996
2,318,3,7997
2,318,4,7998
2,319,1,7995
2,319,2,7996
2,319,3,7997
2,319,4,7998
2,320,1,7995
2,320,2,7996
2,320,3,7997
2,320,4,7998
2,321,1,8065
2,321,2,8066
2,321,3,8067
2,321,4,8068
2,322,1,8065
2,322,2,8066
2,322,3,8067
2,322,4,8068
2,323,1,8065
2,323,2,8066
2,323,3,8067
2,323,4,8068
2,324,1,8065
2,324,2,8066
2,324,3,8067
2,324,4,8068
2,325,1,8065
2,325,2,8066
2,325,3,8067
2,325,4,8068
2,330,1,8136
2,330,2,8137
2,331,1,8136
2,331,2,8137
2,332,1,8136
2,332,2,8137
2,333,1,8136
2,333,2,8137
2,334,1,8190
2,334,2,8191
2,334,3,8192
2,334,4,8193
2,335,1,8190
2,335,2,8191
2,335,3,8192
2,335,4,8193
2,336,1,8190
2,336,2,8191
2,336,3,8192
2,336,4,8193
2,337,1,8190
2,337,2,8191
2,337,3,8192
2,337,4,8193
2,338,1,8241
2,338,2,8242
2,339,1,8241
2,339,2,8242
2,340,1,8241
2,340,2,8242
2,341,1,8241
2,341,2,8242
2,342,1,8241
2,342,2,8242
2,343,1,8241
2,343,2,8242
2,344,1,8306
2,344,2,8307
2,344,3,8308
2,344,4,8309
2,345,1,8306
2,345,2,8307
2,345,3,8308
2,345,4,8309
2,346,1,8306
2,346,2,8307
2,346,3,8308
2,346,4,8309
2,358,1,8602
2,358,2,8603
2,358,3,8604
2,358,4,8601
2,359,1,8602
2,359,2,8603
2,359,3,8604
2,359,4,8601
2,360,1,8602
2,360,2,8603
2,360,3,8604
2,360,4,8601
2,361,1,8602
2,361,2,8603
2,361,3,8604
2,361,4,8601
2,362,1,8651
2,362,2,8652
2,362,3,8649
2,362,4,8650
2,363,1,8651
2,363,2,8652
2,363,3,8649
2,363,4,8650
2,364,1,8651
2,364,2,8652
2,364,3,8649
2,364,4,8650
2,365,1,8651
2,365,2,8652
2,365,3,8649
2,365,4,8650
2,366,1,8691
2,366,2,8692
2,367,1,8691
2,367,2,8692
2,368,1,8691
2,368,2,8692
2,369,1,8787
2,369,2,8788
2,370,1,8787
2,370,2,8788
2,371,1,8787
2,371,2,8788
2,372,1,8787
2,372,2,8788
2,373,1,8787
2,373,2,8788
2,374,1,8787
2,374,2,8788
2,375,1,8837
2,375,2,8836
2,376,1,8837
2,376,2,8836
2,377,1,8837
2,377,2,8836
2,378,1,8837
2,378,2,8836
2,379,1,8837
2,379,2,8836
2,391,1,9197
2,391,2,9198
2,391,3,9199
2,391,4,9200
2,392,1,9197
2,392,2,9198
2,392,3,9199
2,392,4,9200
2,393,1,9197
2,393,2,9198
2,393,3,9199
2,393,4,9200
2,394,1,9197
2,394,2,9198
2,394,3,9199
2,394,4,9200
2,395,1,9197
2,395,2,9198
2,395,3,9199
2,395,4,9200
2,396,1,9197
2,396,2,9198
2,396,3,9199
2,396,4,9200
2,397,1,9197
2,397,2,9198
2,397,3,9199
2,397,4,9200
2,398,1,9247
2,398,2,9248
2,398,3,9255
2,398,4,9250
2,399,1,9247
2,399,2,9248
2,399,3,9255
2,399,4,9250
2,400,1,9247
2,400,2,9248
2,400,3,9255
2,400,4,9250
