LanguageSkid,ChorusSkid,SentenceSequenceNbr,SentenceSkid
2,1205,3,21988
2,1205,4,21993
2,1206,1,21988
2,1206,2,21992
2,1206,3,21988
2,1206,4,21993
2,1212,1,22068
2,1212,2,22069
2,1212,3,22070
2,1212,4,22071
2,1213,1,22068
2,1213,2,22069
2,1213,3,22070
2,1213,4,22071
2,1214,1,22068
2,1214,2,22069
2,1214,3,22070
2,1214,4,22071
2,1215,1,22068
2,1215,2,22069
2,1215,3,22070
2,1215,4,22071
2,1216,1,22068
2,1216,2,22069
2,1216,3,22070
2,1216,4,22071
2,1217,1,22068
2,1217,2,22069
2,1217,3,22070
2,1217,4,22071
2,1223,1,22261
2,1223,2,22262
2,1223,3,22261
2,1223,4,22263
2,1224,1,22261
2,1224,2,22262
2,1224,3,22261
2,1224,4,22263
2,1225,1,22261
2,1225,2,22262
2,1225,3,22261
2,1225,4,22263
2,1226,1,22443
2,1226,2,22444
2,1226,3,22445
2,1226,4,22446
2,1227,1,22443
2,1227,2,22444
2,1227,3,22445
2,1227,4,22446
2,1228,1,22443
2,1228,2,22444
2,1228,3,22445
2,1228,4,22446
2,1229,1,22443
2,1229,2,22444
2,1229,3,22445
2,1229,4,22446
2,1230,1,22485
2,1230,2,22486
2,1231,1,22485
2,1231,2,22486
2,1232,1,22485
2,1232,2,22486
2,1237,1,22751
2,1237,2,22752
2,1237,3,22753
2,1237,4,22754
2,1238,1,22751
2,1238,2,22752
2,1238,3,22753
2,1238,4,22754
2,1239,1,22751
2,1239,2,22752
2,1239,3,22753
2,1239,4,22754
2,1240,1,22847
2,1240,2,22848
2,1241,1,22847
2,1241,2,22848
2,1242,1,22847
2,1242,2,22848
2,1243,1,22877
2,1243,2,22878
2,1244,1,22877
2,1244,2,22878
2,1245,1,22877
2,1245,2,22878
2,1256,1,23139
2,1256,2,23140
2,1256,3,23141
2,1256,4,23142
2,1256,5,23143
2,1257,1,23139
2,1257,2,23140
2,1257,3,23141
2,1257,4,23142
2,1257,5,23143
2,1258,1,23139
2,1258,2,23140
2,1258,3,23141
2,1258,4,23142
2,1258,5,23143
2,1259,1,23166
2,1259,2,23167
2,1260,1,23166
2,1260,2,23167
2,1261,1,23166
2,1261,2,23167
2,1262,1,23190
2,1262,2,23191
2,1263,1,23190
2,1263,2,23191
2,1264,1,23190
2,1264,2,23191
2,1265,1,23216
2,1265,2,23217
2,1266,1,23216
2,1266,2,23217
2,1267,1,23216
2,1267,2,23217
2,1280,1,23498
2,1280,2,23499
2,1281,1,23498
2,1281,2,23499
2,1282,1,23498
2,1282,2,23499
2,1283,1,23498
2,1283,2,23499
2,1284,1,23590
2,1284,2,23591
2,1284,3,23592
2,1284,4,23593
2,1285,1,23590
2,1285,2,23591
2,1285,3,23592
2,1285,4,23593
2,1286,1,23590
2,1286,2,23591
2,1286,3,23592
2,1286,4,23593
2,1287,1,23634
2,1287,2,23635
2,1287,3,23636
2,1287,4,23637
2,1288,1,23634
2,1288,2,23635
2,1288,3,23636
2,1288,4,23637
2,1289,1,23634
2,1289,2,23635
2,1289,3,23636
2,1289,4,23637
2,1290,1,23634
2,1290,2,23635
2,1290,3,23636
2,1290,4,23637
2,1291,1,23634
2,1291,2,23635
2,1291,3,23636
2,1291,4,23637
2,1292,1,23966
2,1292,2,23967
2,1293,1,23966
2,1293,2,23967
2,1294,1,23966
2,1294,2,23967
2,1295,1,23966
2,1295,2,23967
2,1301,1,24159
2,1301,2,24160
2,1301,3,24161
2,1301,4,24162
2,1301,5,24163
2,1301,6,24158
2,1302,1,24159
2,1302,2,24160
2,1302,3,24161
2,1302,4,24162
2,1302,5,24163
2,1302,6,24158
2,1303,1,24159
2,1303,2,24160
2,1303,3,24161
2,1303,4,24162
2,1303,5,24163
2,1303,6,24158
2,1304,1,24159
2,1304,2,24160
2,1304,3,24161
2,1304,4,24162
2,1304,5,24163
2,1304,6,24158
2,1305,1,24159
2,1305,2,24160
2,1305,3,24161
2,1305,4,24162
2,1305,5,24163
2,1305,6,24158
2,1313,1,24324
2,1313,2,24325
2,1313,3,24326
2,1313,4,24327
2,1314,1,24324
2,1314,2,24325
2,1314,3,24326
2,1314,4,24327
2,1315,1,24324
2,1315,2,24325
2,1315,3,24326
2,1315,4,24327
2,1316,1,24360
2,1316,2,24361
2,1316,3,24362
2,1316,4,24363
2,1317,1,24360
2,1317,2,24361
2,1317,3,24362
2,1317,4,24363
2,1318,1,24360
2,1318,2,24361
2,1318,3,24362
2,1318,4,24363
2,1319,1,24360
2,1319,2,24361
2,1319,3,24362
2,1319,4,24363
2,1320,1,24409
2,1320,2,24410
2,1321,1,24409
2,1321,2,24410
2,1322,1,24409
2,1322,2,24410
2,1323,1,24409
2,1323,2,24410
2,1324,1,24492
2,1324,2,24491
2,1325,1,24492
2,1325,2,24491
2,1326,1,24492
2,1326,2,24491
2,1327,1,24492
2,1327,2,24491
2,1328,1,24492
2,1328,2,24491
2,1329,1,24517
2,1329,2,24518
2,1330,1,24517
2,1330,2,24518
2,1331,1,24517
2,1331,2,24518
2,1332,1,24555
2,1332,2,24556
2,1332,3,24557
2,1332,4,24558
2,1333,1,24555
2,1333,2,24556
2,1333,3,24557
2,1333,4,24558
2,1334,1,24555
2,1334,2,24556
2,1334,3,24557
2,1334,4,24558
2,1335,1,24573
2,1335,2,24574
2,1336,1,24573
2,1336,2,24574
2,1337,1,24573
2,1337,2,24574
2,1338,1,24573
2,1338,2,24574
2,1339,1,24573
2,1339,2,24574
2,1340,1,24573
2,1340,2,24574
2,1341,1,24599
2,1341,2,24600
2,1341,3,24598
2,1342,1,24599
2,1342,2,24600
2,1342,3,24598
2,1343,1,24599
2,1343,2,24600
2,1343,3,24598
2,1344,1,24599
2,1344,2,24600
2,1344,3,24598
2,1345,1,24599
2,1345,2,24600
2,1345,3,24598
2,1346,1,24615
2,1346,2,24616
2,1346,3,24617
2,1346,4,24618
2,1347,1,24615
2,1347,2,24616
2,1347,3,24617
2,1347,4,24618
2,1348,1,24615
2,1348,2,24616
2,1348,3,24617
2,1348,4,24618
2,1349,1,24615
2,1349,2,24616
2,1349,3,24617
2,1349,4,24618
2,1350,1,24615
2,1350,2,24616
2,1350,3,24617
2,1350,4,24618
2,1351,1,24646
2,1351,2,24647
2,1351,3,24646
2,1351,4,24648
2,1352,1,24646
2,1352,2,24647
2,1352,3,24646
2,1352,4,24648
2,1353,1,24646
2,1353,2,24647
2,1353,3,24646
2,1353,4,24648
2,1354,1,24679
2,1354,2,24680
2,1354,3,24679
2,1354,4,24681
2,1355,1,24679
2,1355,2,24680
2,1355,3,24679
2,1355,4,24681
2,1356,1,24679
2,1356,2,24680
2,1356,3,24679
2,1356,4,24681
2,1357,1,24679
2,1357,2,24680
2,1357,3,24679
2,1357,4,24681
2,1358,1,24712
2,1358,2,24713
2,1358,3,24714
2,1358,4,24715
2,1358,5,24716
2,1358,6,24717
2,1358,7,24718
2,1359,1,24712
2,1359,2,24713
2,1359,3,24714
2,1359,4,24715
2,1359,5,24716
2,1359,6,24717
2,1359,7,24718
2,1360,1,24736
2,1360,2,24737
2,1361,1,24736
2,1361,2,24737
2,1362,1,24736
2,1362,2,24737
2,1363,1,24736
2,1363,2,24737
2,1364,1,24736
2,1364,2,24737
2,1365,1,24750
2,1365,2,24751
2,1365,3,24752
2,1365,4,24753
2,1366,1,24750
2,1366,2,24751
2,1366,3,24752
2,1366,4,24753
2,1367,1,24750
2,1367,2,24751
2,1367,3,24752
2,1367,4,24753
2,1368,1,24750
2,1368,2,24751
2,1368,3,24752
2,1368,4,24753
2,1369,1,24768
2,1369,2,24769
2,1369,3,24768
2,1369,4,24770
2,1370,1,24768
2,1370,2,24769
2,1370,3,24768
2,1370,4,24770
2,1371,1,24768
2,1371,2,24769
2,1371,3,24768
2,1371,4,24770
2,1372,1,24768
2,1372,2,24769
2,1372,3,24768
2,1372,4,24770
2,1373,1,24768
2,1373,2,24769
2,1373,3,24768
2,1373,4,24770
2,1374,1,24768
2,1374,2,24769
2,1374,3,24768
2,1374,4,24770
2,1375,1,24785
2,1375,2,24786
2,1375,3,24787
2,1375,4,24788
2,1376,1,24785
2,1376,2,24786
2,1376,3,24787
2,1376,4,24788
2,1377,1,24785
2,1377,2,24786
2,1377,3,24787
2,1377,4,24788
2,1378,1,24785
2,1378,2,24786
2,1378,3,24787
2,1378,4,24788
2,1379,1,24785
2,1379,2,24786
2,1379,3,24787
2,1379,4,24788
2,1380,1,24823
2,1380,2,24824
2,1380,3,24825
2,1380,4,24822
2,1381,1,24823
2,1381,2,24824
2,1381,3,24825
2,1381,4,24822
2,1382,1,24823
2,1382,2,24824
2,1382,3,24825
2,1382,4,24822
2,1383,1,24823
2,1383,2,24824
2,1383,3,24825
2,1383,4,24822
2,1384,1,24840
2,1384,2,24841
2,1385,1,24840
2,1385,2,24841
2,1386,1,24854
2,1386,2,24855
2,1387,1,24854
2,1387,2,24855
2,1388,1,24854
2,1388,2,24855
2,1389,1,24884
2,1389,2,24885
2,1389,3,24886
2,1389,4,24887
2,1390,1,24884
2,1390,2,24885
2,1390,3,24886
2,1390,4,24887
2,1391,1,24884
2,1391,2,24885
2,1391,3,24886
2,1391,4,24887
2,1392,1,24884
2,1392,2,24885
2,1392,3,24886
2,1392,4,24887
2,1393,1,24921
2,1393,2,24922
2,1393,3,24923
2,1393,4,24924
2,1393,5,24925
2,1394,1,24921
2,1394,2,24922
2,1394,3,24923
2,1394,4,24924
2,1394,5,24925
2,1395,1,24921
2,1395,2,24922
2,1395,3,24923
2,1395,4,24924
2,1395,5,24925
2,1396,1,24992
2,1397,1,24992
2,1398,1,24992
2,1399,1,24992
2,1400,1,24992
2,1401,1,24992
2,1405,1,25059
2,1405,2,25060
2,1405,3,25061
2,1405,4,25062
2,1406,1,25059
2,1406,2,25060
2,1406,3,25061
2,1406,4,25062
2,1407,1,25059
2,1407,2,25060
2,1407,3,25061
2,1407,4,25062
2,1408,1,25091
2,1408,2,25092
2,1408,3,25093
2,1408,4,25089
2,1409,1,25091
2,1409,2,25092
2,1409,3,25093
2,1409,4,25089
2,1410,1,25091
2,1410,2,25092
2,1410,3,25093
2,1410,4,25089
2,1411,1,25091
2,1411,2,25092
2,1411,3,25093
2,1411,4,25089
2,1412,1,25103
2,1412,2,25104
2,1413,1,25103
2,1413,2,25104
2,1414,1,25103
2,1414,2,25104
2,1415,1,25129
2,1415,2,25130
2,1416,1,25129
2,1416,2,25130
2,1417,1,25129
2,1417,2,25130
2,1418,1,25143
2,1418,2,25144
2,1419,1,25143
2,1419,2,25144
2,1420,1,25143
2,1420,2,25144
2,1421,1,25143
2,1421,2,25144
2,1422,1,25143
2,1422,2,25144
2,1423,1,25143
2,1423,2,25144
2,1424,1,25169
2,1424,2,25170
2,1424,3,25171
2,1424,4,25172
2,1425,1,25169
2,1425,2,25170
2,1425,3,25171
2,1425,4,25172
2,1426,1,25169
2,1426,2,25170
2,1426,3,25171
2,1426,4,25172
2,1427,1,25169
2,1427,2,25170
2,1427,3,25171
2,1427,4,25172
2,1428,1,25209
2,1428,2,25210
2,1428,3,25211
2,1428,4,25212
2,1429,1,25209
2,1429,2,25210
2,1429,3,25211
2,1429,4,25212
2,1430,1,25209
2,1430,2,25210
2,1430,3,25211
2,1430,4,25212
2,1431,1,25209
2,1431,2,25210
2,1431,3,25211
2,1431,4,25212
2,1432,1,25278
2,1432,2,25279
2,1432,3,25280
2,1432,4,25281
2,1433,1,25278
2,1433,2,25279
2,1433,3,25280
2,1433,4,25281
2,1434,1,25278
2,1434,2,25279
2,1434,3,25280
2,1434,4,25281
2,1435,1,25278
2,1435,2,25279
2,1435,3,25280
2,1435,4,25281
2,1436,1,25303
2,1436,2,25304
2,1437,1,25303
2,1437,2,25304
2,1438,1,25303
2,1438,2,25304
2,1439,1,25303
2,1439,2,25304
2,1440,1,25414
2,1440,2,25413
2,1441,1,25414
2,1441,2,25413
2,1442,1,25414
2,1442,2,25413
2,1443,1,25414
2,1443,2,25413
2,1452,1,25750
2,1452,2,25751
2,1453,1,25750
2,1453,2,25751
2,1454,1,25750
2,1454,2,25751
2,1455,1,25750
2,1455,2,25751
2,1456,1,25750
2,1456,2,25751
2,1457,1,25750
2,1457,2,25751
2,1458,1,25750
2,1458,2,25751
2,1459,1,25835
2,1459,2,25836
2,1459,3,25837
2,1459,4,25838
2,1460,1,25835
2,1460,2,25836
2,1460,3,25837
2,1460,4,25838
2,1461,1,25835
2,1461,2,25836
2,1461,3,25837
2,1461,4,25838
2,1462,1,25873
2,1462,2,25874
2,1463,1,25873
2,1463,2,25874
2,1464,1,25873
2,1464,2,25874
2,1465,1,25873
2,1465,2,25874
2,1466,1,25873
2,1466,2,25874
2,1473,1,25988
2,1473,2,25989
2,1474,1,25988
2,1474,2,25989
2,1475,1,25988
2,1475,2,25989
2,1476,1,26012
2,1476,2,26013
2,1476,3,26014
2,1476,4,26011
2,1477,1,26012
2,1477,2,26013
2,1477,3,26014
2,1477,4,26011
2,1478,1,26012
2,1478,2,26013
2,1478,3,26014
2,1478,4,26011
2,1479,1,26012
2,1479,2,26013
2,1479,3,26014
2,1479,4,26011
2,1480,1,26044
2,1480,2,26045
2,1480,3,26046
2,1481,1,26044
2,1481,2,26045
2,1481,3,26046
2,1482,1,26044
2,1482,2,26045
2,1482,3,26046
2,1483,1,26044
2,1483,2,26045
2,1483,3,26046
2,1484,1,26077
2,1484,2,26080
2,1485,1,26077
2,1485,2,26080
2,1486,1,26077
2,1486,2,26080
2,1487,1,26077
2,1487,2,26080
2,1488,1,26116
2,1488,2,26117
2,1488,3,26118
2,1489,1,26116
2,1489,2,26117
2,1489,3,26118
2,1490,1,26116
2,1490,2,26117
2,1490,3,26118
2,1491,1,26116
2,1491,2,26117
2,1491,3,26118
2,1492,1,26147
2,1492,2,26148
2,1493,1,26147
2,1493,2,26148
2,1494,1,26147
2,1494,2,26148
2,1495,1,26147
2,1495,2,26148
2,1496,1,26147
2,1496,2,26148
2,1497,1,26147
2,1497,2,26148
2,1498,1,26179
2,1498,2,26180
2,1499,1,26179
2,1499,2,26180
2,1500,1,26179
2,1500,2,26180
2,1501,1,26207
2,1501,2,26208
2,1502,1,26207
2,1502,2,26208
2,1503,1,26207
2,1503,2,26208
2,1504,1,26241
2,1504,2,26242
2,1505,1,26241
2,1505,2,26242
2,1506,1,26241
2,1506,2,26242
2,1507,1,26241
2,1507,2,26242
2,1508,1,26268
2,1508,2,26269
2,1508,3,26270
2,1509,1,26268
2,1509,2,26269
2,1509,3,26270
2,1510,1,26268
2,1510,2,26269
2,1510,3,26270
2,1511,1,26268
2,1511,2,26269
2,1511,3,26270
2,1512,1,26329
2,1512,2,26330
2,1512,3,26331
2,1512,4,26332
2,1513,1,26329
2,1513,2,26330
2,1513,3,26331
2,1513,4,26332
2,1514,1,26329
2,1514,2,26330
2,1514,3,26331
2,1514,4,26332
2,1515,1,26379
2,1515,2,26380
2,1515,3,26379
2,1515,4,26381
2,1516,1,26379
2,1516,2,26380
2,1516,3,26379
2,1516,4,26381
2,1517,1,26379
2,1517,2,26380
2,1517,3,26379
2,1517,4,26381
2,1518,1,26379
2,1518,2,26380
2,1518,3,26379
2,1518,4,26381
2,1519,1,26409
2,1519,2,26410
2,1519,3,26411
2,1519,4,26408
2,1520,1,26409
2,1520,2,26410
2,1520,3,26411
2,1520,4,26408
2,1521,1,26409
2,1521,2,26410
2,1521,3,26411
2,1521,4,26408
2,1522,1,26409
2,1522,2,26410
2,1522,3,26411
2,1522,4,26408
2,1523,1,26469
2,1524,1,26469
2,1525,1,26469
2,1526,1,26469
2,1527,1,26530
2,1527,2,26531
2,1528,1,26530
2,1528,2,26531
2,1529,1,26530
2,1529,2,26531
2,1530,1,26530
2,1530,2,26531
2,1531,1,26556
2,1531,2,26557
2,1532,1,26556
2,1532,2,26557
2,1533,1,26556
2,1533,2,26557
2,1534,1,26556
2,1534,2,26557
2,1535,1,26584
2,1535,2,26585
2,1535,3,26586
2,1535,4,26587
2,1536,1,26584
2,1536,2,26585
2,1536,3,26586
2,1536,4,26587
2,1537,1,26584
2,1537,2,26585
2,1537,3,26586
2,1537,4,26587
2,1542,1,26656
2,1542,2,26657
2,1542,3,26658
2,1542,4,26655
2,1543,1,26656
2,1543,2,26657
2,1543,3,26658
2,1543,4,26655
2,1544,1,26656
2,1544,2,26657
2,1544,3,26658
2,1544,4,26655
2,1545,1,26656
2,1545,2,26657
2,1545,3,26658
2,1545,4,26655
2,1546,1,26656
2,1546,2,26657
2,1546,3,26658
2,1546,4,26655
2,1547,1,26692
2,1547,2,26693
2,1547,3,26692
2,1547,4,26694
2,1548,1,26692
2,1548,2,26693
2,1548,3,26692
2,1548,4,26694
2,1549,1,26692
2,1549,2,26693
2,1549,3,26692
2,1549,4,26694
2,1550,1,26692
2,1550,2,26693
2,1550,3,26692
2,1550,4,26694
2,1558,1,384
2,1558,2,385
2,1559,1,384
2,1559,2,385
2,1560,1,384
2,1560,2,385
2,1561,1,26811
2,1561,2,26812
2,1562,1,26811
2,1562,2,26812
2,1563,1,26811
2,1563,2,26812
2,1564,1,2681
2,1564,2,2682
2,1564,3,2683
2,1564,4,2684
2,1565,1,2681
2,1565,2,2682
2,1565,3,2683
2,1565,4,2684
2,1566,1,2681
2,1566,2,2682
2,1566,3,2683
2,1566,4,2684
2,1567,1,26820
2,1567,2,5821
2,1567,3,5822
2,1568,1,26820
2,1568,2,5821
2,1568,3,5822
2,1569,1,26820
2,1569,2,5821
2,1569,3,5822
2,1570,1,26825
2,1570,2,26826
2,1570,3,26827
2,1571,1,26825
2,1571,2,26826
2,1571,3,26827
2,1572,1,26825
2,1572,2,26826
2,1572,3,26827
2,1579,1,26875
2,1579,2,26876
2,1580,1,26875
2,1580,2,26876
2,1581,1,26875
2,1581,2,26876
2,1582,1,26875
2,1582,2,26876
2,1592,1,26967
2,1592,2,26968
2,1593,1,26967
2,1593,2,26968
2,1594,1,26967
2,1594,2,26968
2,1595,1,27017
2,1595,2,27018
2,1596,1,27017
2,1596,2,27018
2,1597,1,27017
2,1597,2,27018
2,1598,1,27017
2,1598,2,27018
2,1599,1,27061
2,1599,2,27062
2,1599,3,27063
2,1599,4,27064
2,1600,1,27061
2,1600,2,27062
2,1600,3,27063
2,1600,4,27064
2,1601,1,27061
2,1601,2,27062
2,1601,3,27063
2,1601,4,27064
2,1602,1,27114
2,1602,2,27113
2,1603,1,27114
2,1603,2,27113
2,1604,1,27114
2,1604,2,27113
2,1605,1,27135
2,1605,2,27136
2,1606,1,27135
2,1606,2,27136
2,1607,1,27135
2,1607,2,27136
2,1608,1,27135
2,1608,2,27136
2,1609,1,27145
2,1609,2,27146
2,1610,1,27145
2,1610,2,27146
2,1611,1,27145
2,1611,2,27146
2,1612,1,27145
2,1612,2,27146
2,1613,1,27145
2,1613,2,27146
2,1614,1,27145
2,1614,2,27146
2,1615,1,27161
2,1615,2,27162
2,1616,1,27161
2,1616,2,27162
2,1617,1,27161
2,1617,2,27162
2,1618,1,27161
2,1618,2,27162
2,1619,1,27161
2,1619,2,27162
2,1620,1,27181
2,1620,2,27182
2,1621,1,27181
2,1621,2,27182
2,1622,1,27181
2,1622,2,27182
2,1623,1,27181
2,1623,2,27182
2,1624,1,27181
2,1624,2,27182
2,1625,1,27181
2,1625,2,27182
2,1626,1,27181
2,1626,2,27182
2,1627,1,27181
2,1627,2,27182
2,1628,1,27209
2,1628,2,27210
2,1629,1,27209
2,1629,2,27210
2,1630,1,27209
2,1630,2,27210
2,1631,1,27209
2,1631,2,27210
2,1644,1,27541
2,1644,2,27542
2,1644,3,27543
2,1644,4,27544
2,1645,1,27541
2,1645,2,27542
2,1645,3,27543
2,1645,4,27544
2,1646,1,27541
2,1646,2,27542
2,1646,3,27543
2,1646,4,27544
2,1647,1,27617
2,1647,2,27618
2,1647,3,27619
2,1647,4,27620
2,1648,1,27617
2,1648,2,27618
2,1648,3,27619
2,1648,4,27620
2,1649,1,27617
2,1649,2,27618
2,1649,3,27619
2,1649,4,27620
2,1650,1,27617
2,1650,2,27618
2,1650,3,27619
2,1650,4,27620
2,1651,1,27776
2,1651,2,27777
2,1651,3,27778
2,1651,4,27779
2,1651,5,27780
2,1651,6,27781
2,1651,7,27782
2,1651,8,27783
2,1652,1,27776
2,1652,2,27777
2,1652,3,27778
2,1652,4,27779
2,1652,5,27780
2,1652,6,27781
2,1652,7,27782
2,1652,8,27783
2,1653,1,27776
2,1653,2,27777
2,1653,3,27778
2,1653,4,27779
2,1653,5,27780
2,1653,6,27781
2,1653,7,27782
2,1653,8,27783
2,1654,1,27776
2,1654,2,27777
2,1654,3,27778
2,1654,4,27779
2,1654,5,27780
2,1654,6,27781
2,1654,7,27782
2,1654,8,27783
2,1655,1,27776
2,1655,2,27777
2,1655,3,27778
2,1655,4,27779
2,1655,5,27780
2,1655,6,27781
2,1655,7,27782
2,1655,8,27783
2,1656,1,27903
2,1656,2,27904
2,1657,1,27903
2,1657,2,27904
2,1658,1,27903
2,1658,2,27904
2,1659,1,27903
2,1659,2,27904
2,1660,1,27903
2,1660,2,27904
2,1661,1,27903
2,1661,2,27904
2,1665,1,28066
2,1665,2,28067
2,1665,3,28068
2,1665,4,28069
2,1666,1,28066
2,1666,2,28067
2,1666,3,28068
2,1666,4,28069
2,1667,1,28066
2,1667,2,28067
2,1667,3,28068
2,1667,4,28069
2,1668,1,28105
2,1668,2,28105
2,1668,3,28105
2,1668,4,28106
2,1669,1,28105
2,1669,2,28105
2,1669,3,28105
2,1669,4,28106
2,1670,1,28105
2,1670,2,28105
2,1670,3,28105
2,1670,4,28106
2,1671,1,28133
2,1671,2,28134
2,1672,1,28133
2,1672,2,28134
2,1673,1,28133
2,1673,2,28134
2,1674,1,28171
2,1674,2,28172
2,1674,3,28173
2,1674,4,28174
2,1675,1,28171
2,1675,2,28172
2,1675,3,28173
2,1675,4,28174
2,1676,1,28171
2,1676,2,28172
2,1676,3,28173
2,1676,4,28174
2,1677,1,28171
2,1677,2,28172
2,1677,3,28173
2,1677,4,28174
2,1678,1,28171
2,1678,2,28172
2,1678,3,28173
2,1678,4,28174
2,1679,1,28213
2,1679,2,28213
2,1679,3,28213
2,1679,4,28214
2,1680,1,28213
2,1680,2,28213
2,1680,3,28213
2,1680,4,28214
2,1681,1,28213
2,1681,2,28213
2,1681,3,28213
2,1681,4,28214
2,1682,1,28213
2,1682,2,28213
2,1682,3,28213
2,1682,4,803
2,1683,1,28241
2,1683,2,28242
2,1683,3,28243
2,1683,4,28244
2,1684,1,28241
2,1684,2,28242
2,1684,3,28243
2,1684,4,28244
2,1685,1,28241
2,1685,2,28242
2,1685,3,28243
2,1685,4,28244
2,1686,1,28241
2,1686,2,28242
2,1686,3,28243
2,1686,4,28244
2,1687,1,28241
2,1687,2,28242
2,1687,3,28243
2,1687,4,28244
2,1688,1,28272
2,1688,2,28273
2,1688,3,28274
2,1688,4,28275
2,1689,1,28272
2,1689,2,28273
2,1689,3,28274
2,1689,4,28275
2,1690,1,28272
2,1690,2,28273
2,1690,3,28274
2,1690,4,28275
2,1691,1,28272
2,1691,2,28273
2,1691,3,28274
2,1691,4,28275
2,1692,1,28309
2,1692,2,28310
2,1692,3,28309
2,1692,4,28311
2,1693,1,28309
2,1693,2,28310
2,1693,3,28309
2,1693,4,28311
2,1694,1,28309
2,1694,2,28310
2,1694,3,28309
2,1694,4,28311
2,1695,1,28309
2,1695,2,28310
2,1695,3,28309
2,1695,4,28311
2,1696,1,28327
2,1696,2,28328
2,1696,3,28329
2,1696,4,28330
2,1697,1,28327
2,1697,2,28328
2,1697,3,28329
2,1697,4,28330
2,1698,1,28327
2,1698,2,28328
2,1698,3,28329
2,1698,4,28330
2,1705,1,28341
2,1705,2,28342
2,1706,1,28341
2,1706,2,28342
2,1707,1,28341
2,1707,2,28342
2,1708,1,28341
2,1708,2,28342
2,1715,1,28369
2,1715,2,28370
2,1715,3,28371
2,1715,4,28372
2,1716,1,28369
2,1716,2,28370
2,1716,3,28371
2,1716,4,28372
2,1717,1,28369
2,1717,2,28370
2,1717,3,28371
2,1717,4,28372
2,1718,1,28384
2,1718,2,28385
2,1718,3,28386
2,1718,4,28387
2,1719,1,28384
2,1719,2,28385
2,1719,3,28386
2,1719,4,28387
2,1720,1,28384
2,1720,2,28385
2,1720,3,28386
2,1720,4,28387
2,1721,1,28384
2,1721,2,28385
2,1721,3,28386
2,1721,4,28387
2,1722,1,28384
2,1722,2,28385
2,1722,3,28386
2,1722,4,28387
2,1723,1,28518
2,1723,2,28519
2,1723,3,28520
2,1723,4,28521
2,1724,1,28518
2,1724,2,28519
2,1724,3,28520
2,1724,4,28521
2,1725,1,28578
2,1725,2,28579
2,1725,3,28580
2,1725,4,28581
2,1726,1,28578
2,1726,2,28579
2,1726,3,28580
2,1726,4,28581
2,1727,1,28578
2,1727,2,28579
2,1727,3,28580
2,1727,4,28581
2,1728,1,28610
2,1728,2,28611
2,1728,3,28612
2,1728,4,28613
2,1729,1,28610
2,1729,2,28611
2,1729,3,28612
2,1729,4,28613
2,1730,1,28610
2,1730,2,28611
2,1730,3,28612
2,1730,4,28613
2,1731,1,5150
2,1731,2,28729
2,1731,3,28730
2,1731,4,5150
2,1731,5,28731
2,1732,1,5150
2,1732,2,28729
2,1732,3,28730
2,1732,4,5150
2,1732,5,28731
2,1733,1,5150
2,1733,2,28729
2,1733,3,28730
2,1733,4,5150
2,1733,5,28731
2,1734,1,5150
2,1734,2,28729
2,1734,3,28730
2,1734,4,5150
2,1734,5,28731
2,1735,1,29193
2,1735,2,29193
2,1735,3,29194
2,1735,4,29193
2,1736,1,29193
2,1736,2,29193
2,1736,3,29194
2,1736,4,29193
2,1737,1,29193
2,1737,2,29193
2,1737,3,29194
2,1737,4,29193
2,1738,1,29193
2,1738,2,29193
2,1738,3,29194
2,1738,4,29193
2,1739,1,29327
2,1739,2,29328
2,1740,1,29327
2,1740,2,29328
2,1741,1,29327
2,1741,2,29328
2,1742,1,29327
2,1742,2,29328
2,1743,1,29382
2,1743,2,29383
2,1744,1,29382
2,1744,2,29383
2,1745,1,29382
2,1745,2,29383
2,1746,1,29539
2,1746,2,29540
2,1746,3,29541
2,1746,4,29542
2,1747,1,29539
2,1747,2,29540
2,1747,3,29541
2,1747,4,29542
2,1748,1,29539
2,1748,2,29540
2,1748,3,29541
2,1748,4,29542
2,1749,1,29539
2,1749,2,29540
2,1749,3,29541
2,1749,4,29542
2,1750,1,29539
2,1750,2,29540
2,1750,3,29541
2,1750,4,29542
2,1751,1,29539
2,1751,2,29540
2,1751,3,29541
2,1751,4,29542
2,1752,1,29595
2,1752,2,29596
2,1752,3,29597
2,1752,4,29598
2,1753,1,29595
2,1753,2,29596
2,1753,3,29597
2,1753,4,29598
2,1754,1,29595
2,1754,2,29596
2,1754,3,29597
2,1754,4,29598
2,1755,1,29595
2,1755,2,29596
2,1755,3,29597
2,1755,4,29598
2,1756,1,29633
2,1756,2,29634
2,1756,3,29635
2,1756,4,29636
2,1757,1,29633
2,1757,2,29634
2,1757,3,29635
2,1757,4,29636
2,1758,1,29662
2,1758,2,29663
2,1758,3,29664
2,1759,1,29662
2,1759,2,29663
2,1759,3,29664
2,1760,1,29662
2,1760,2,29663
2,1760,3,29664
2,1761,1,29752
2,1761,2,29753
2,1761,3,29754
2,1761,4,29755
2,1762,1,29752
2,1762,2,29753
2,1762,3,29754
2,1762,4,29755
2,1763,1,29752
2,1763,2,29753
2,1763,3,29754
2,1763,4,29755
2,1764,1,29752
2,1764,2,29753
2,1764,3,29754
2,1764,4,29755
2,1765,1,29784
2,1765,2,29785
2,1765,3,29786
2,1766,1,29784
2,1766,2,29785
2,1766,3,29786
2,1766,4,29787
2,1767,1,29816
2,1767,2,29817
